time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-31T05:09:38.593Z,-15.3256,-70.7731,186,6.1,mww,,73,2.57,0.77,us,us6000a316,2020-08-15T20:19:55.040Z,"43 km W of Lampa, Peru",earthquake,5.1,1.8,0.039,63,reviewed,us,us
2020-05-30T18:13:48.078Z,42.4803,143.8087,89,5.6,mww,,35,1.862,0.92,us,us6000a2rt,2020-08-15T20:19:54.040Z,"69 km SE of Obihiro, Japan",earthquake,7,1.9,0.06,27,reviewed,us,us
2020-05-30T13:06:24.005Z,4.071,126.5197,28.61,5.6,mww,,46,3.122,0.84,us,us6000a2n5,2020-08-15T20:19:53.040Z,"188 km SE of Sarangani, Philippines",earthquake,6.3,3.2,0.054,33,reviewed,us,us
2020-05-30T03:21:51.597Z,25.9839,-44.9551,10,5.5,mww,,81,17.669,1.33,us,us6000a2de,2020-08-15T20:19:51.040Z,"Northern Mid-Atlantic Ridge",earthquake,11,1.9,0.041,56,reviewed,us,us
2020-05-28T09:46:46.142Z,-27.7116,-174.8333,10,5.8,mww,,65,3.124,1.36,us,us6000a0x5,2020-08-15T20:19:42.040Z,"Kermadec Islands region",earthquake,5.9,1.6,0.051,37,reviewed,us,us
2020-05-28T07:18:45.146Z,-22.2146,-174.4196,10,6,mww,,21,7.682,0.96,us,us6000a0um,2020-08-15T20:19:41.040Z,"111 km SSE of ‘Ohonua, Tonga",earthquake,8.3,1.8,0.051,37,reviewed,us,us
2020-05-27T07:09:09.853Z,-17.5304,167.8743,9.73,6.2,mww,,27,3.932,1.24,us,us60009zv5,2020-08-15T20:19:36.040Z,"51 km WNW of Port-Vila, Vanuatu",earthquake,9.2,3,0.049,40,reviewed,us,us
2020-05-26T22:52:13.242Z,-17.0404,167.7616,10.4,5.5,mww,,77,1.672,1.16,us,us60009zma,2020-08-08T18:17:33.040Z,"96 km NW of Port-Vila, Vanuatu",earthquake,5,3.6,0.047,44,reviewed,us,us
2020-05-24T19:53:32.262Z,-40.3778,174.9573,46,5.6,mww,,30,0.551,1.1,us,us70009pku,2020-08-08T18:17:56.040Z,"30 km WNW of Foxton, New Zealand",earthquake,4.4,1.8,0.071,19,reviewed,us,us
2020-05-24T02:52:24.009Z,-47.2945,-12.2953,10,5.8,mww,,52,10.219,1.07,us,us70009pag,2020-08-08T18:17:54.040Z,"southern Mid-Atlantic Ridge",earthquake,10.2,1.8,0.075,17,reviewed,us,us
2020-05-23T23:02:27.466Z,-14.8142,66.6947,10,5.5,mww,,42,14.948,0.62,us,us70009p8u,2020-08-08T18:17:54.040Z,"Mid-Indian Ridge",earthquake,9.2,1.7,0.059,28,reviewed,us,us
2020-05-22T08:46:06.973Z,22.4152,-108.1275,10,6.1,mww,,151,2.097,0.7,us,us70009n5p,2020-08-08T18:17:49.040Z,"173 km ESE of La Playa, Mexico",earthquake,5.5,1.7,0.032,91,reviewed,us,us
2020-05-20T23:43:16.920Z,35.1594,20.2775,13.45,5.7,mww,,22,2.416,0.52,us,us70009m4x,2020-08-08T18:17:45.040Z,"224 km SW of Methóni, Greece",earthquake,6.7,3.4,0.048,42,reviewed,us,us
2020-05-18T23:22:35.162Z,34.1855,25.5173,10,5.7,mww,,17,1.215,0.6,us,us70009k7k,2020-08-02T00:28:34.040Z,"92 km S of Néa Anatolí, Greece",earthquake,5.5,1.7,0.073,18,reviewed,us,us
2020-05-16T03:15:44.032Z,-16.0561,168.0032,170.55,5.9,mww,,19,0.979,1.15,us,us70009hnm,2020-08-02T00:30:37.040Z,"62 km E of Lakatoro, Vanuatu",earthquake,6.6,2.9,0.047,44,reviewed,us,us
2020-05-15T15:05:56.324Z,-15.7814,-172.8909,23.87,5.6,mww,,84,4.328,1.3,us,us70009gu8,2020-08-02T00:31:22.040Z,"98 km ENE of Hihifo, Tonga",earthquake,12.2,4,0.075,17,reviewed,us,us
2020-05-15T14:49:21.256Z,-15.582,-173.0811,10,5.7,mww,,121,20.154,0.72,us,us70009gsj,2020-08-02T00:31:23.040Z,"87 km ENE of Hihifo, Tonga",earthquake,8,1.8,0.083,14,reviewed,us,us
2020-05-15T11:03:27.176Z,38.1689,-117.8497,2.7,6.5,ml,27,55.79,0.357,0.2669,nn,nn00725272,2021-04-16T11:13:38.808Z,"Monte Cristo Range, NV Earthquake",earthquake,,2.1,,,reviewed,nn,nn
2020-05-14T05:55:21.140Z,-35.7864,-102.8976,10,5.7,mww,,45,10.23,0.54,us,us70009fun,2020-08-02T00:32:07.040Z,"southeast of Easter Island",earthquake,10.9,1.9,0.075,17,reviewed,us,us
2020-05-12T22:41:12.177Z,-12.0665,166.6485,107,6.6,mww,,12,3.403,1.12,us,us70009f12,2020-07-29T22:14:41.040Z,"175 km SSE of Lata, Solomon Islands",earthquake,7.5,1.8,0.05,39,reviewed,us,us
2020-05-11T01:06:18.743Z,-6.0613,129.9115,10,5.7,mww,,15,2.353,0.92,us,us70009dvh,2020-07-29T22:14:29.040Z,"Banda Sea",earthquake,5.6,1.5,0.061,26,reviewed,us,us
2020-05-10T23:58:33.700Z,36.3571,141.1273,31,5.8,mww,,26,0.767,0.69,us,us70009dus,2020-07-29T22:14:29.040Z,"49 km E of Ōarai, Japan",earthquake,4.2,1.2,0.051,37,reviewed,us,us
2020-05-08T20:45:30.714Z,-29.4394,76.5146,10,5.5,mww,,31,8.381,0.84,us,us70009csg,2020-07-29T22:14:21.040Z,"Mid-Indian Ridge",earthquake,8.4,1.7,0.093,11,reviewed,us,us
2020-05-07T11:21:20.152Z,-4.4643,154.741,471.17,6.1,mww,,19,2.584,0.84,us,us70009bn4,2020-07-29T22:14:14.040Z,"215 km NNW of Arawa, Papua New Guinea",earthquake,8.9,5.7,0.036,76,reviewed,us,us
2020-05-06T13:53:55.940Z,-6.7761,129.7852,96,6.8,mww,,16,1.921,0.76,us,us70009b14,2020-07-29T22:14:10.040Z,"Banda Sea",earthquake,6.4,1.9,0.065,23,reviewed,us,us
2020-05-05T12:02:32.991Z,13.2784,-91.1182,8,5.5,mww,,126,1.359,1.04,us,us70009adl,2020-07-18T21:57:36.040Z,"78 km SSW of Puerto San José, Guatemala",earthquake,7.3,1.7,0.034,81,reviewed,us,us
2020-05-04T13:07:48.414Z,35.6865,140.8749,42.42,5.6,mww,,100,0.593,0.68,us,us700099s8,2020-07-21T19:11:32.040Z,"near the east coast of Honshu, Japan",earthquake,4.8,3.9,0.075,17,reviewed,us,us
2020-05-03T11:54:24.575Z,31.404,128.8393,10,5.9,mww,,22,1.382,0.46,us,us700099b2,2020-07-18T21:57:31.040Z,"139 km WSW of Kushikino, Japan",earthquake,6.1,1.8,0.053,34,reviewed,us,us
2020-05-03T00:44:26.369Z,-15.2734,-70.4586,184.17,5.7,mww,,30,2.145,1.27,us,us7000993j,2020-07-18T21:57:14.040Z,"13 km NW of Lampa, Peru",earthquake,8.3,4.4,0.044,50,reviewed,us,us
2020-05-02T12:51:05.561Z,34.1818,25.7101,10,6.5,mww,,19,1.293,1.01,us,us700098qd,2020-07-18T21:57:12.040Z,"91 km S of Néa Anatolí, Greece",earthquake,6.7,1.8,0.048,42,reviewed,us,us
2020-04-25T02:53:06.698Z,-6.5337,154.2347,19,6.1,mww,,27,3.109,1.18,us,us60009c06,2020-07-11T22:19:00.040Z,"140 km W of Panguna, Papua New Guinea",earthquake,6.1,1.6,0.043,52,reviewed,us,us
2020-04-22T22:31:25.788Z,-22.0797,-175.4957,39.74,5.5,mww,,30,7.444,0.69,us,us60009a5h,2020-07-11T22:18:53.040Z,"100 km SW of ‘Ohonua, Tonga",earthquake,8.5,4.3,0.065,23,reviewed,us,us
2020-04-19T20:39:05.639Z,38.8953,142.0049,38,6.3,mww,,34,2.025,1.18,us,us7000903m,2020-07-09T14:31:32.040Z,"31 km SE of Ōfunato, Japan",earthquake,6.5,1.7,0.05,39,reviewed,us,us
2020-04-18T09:24:18.247Z,27.2034,140.0712,473.69,5.7,mww,,28,1.886,0.99,us,us70008za4,2020-07-09T14:31:25.040Z,"Bonin Islands, Japan region",earthquake,9,4.1,0.08,15,reviewed,us,us
2020-04-18T08:25:37.052Z,27.1264,140.1349,453,6.6,mww,,28,1.827,0.85,us,us70008z89,2020-07-09T14:31:24.040Z,"Bonin Islands, Japan region",earthquake,8.6,2,0.045,48,reviewed,us,us
2020-04-17T16:30:48.433Z,-23.7004,69.4374,10,5.8,mww,,33,16.453,1.1,us,us70008yn9,2020-07-09T14:31:21.040Z,"Mid-Indian Ridge",earthquake,5.1,1.8,0.051,37,reviewed,us,us
2020-04-16T11:45:23.960Z,22.8004,94.0292,10,5.9,mww,,25,0.426,0.93,us,us70008xhp,2020-07-09T14:31:12.040Z,"38 km ESE of Falam, Myanmar",earthquake,6.3,1.7,0.055,32,reviewed,us,us
2020-04-16T08:04:37.829Z,16.9591,-85.6851,12,6.1,mww,,30,3.342,0.97,us,us70008xeb,2020-08-10T21:03:14.394Z,"59 km NNE of Savannah Bight, Honduras",earthquake,6.2,1.8,0.035,77,reviewed,us,us
2020-04-15T21:03:38.115Z,1.1073,126.6767,41.39,5.7,mww,,24,0.766,0.78,us,us70008x2q,2020-07-09T14:31:08.040Z,"86 km WNW of Ternate, Indonesia",earthquake,5.8,4.4,0.066,22,reviewed,us,us
2020-04-15T10:59:28.999Z,9.0335,-74.4338,53,5.7,mww,,20,4.162,0.99,us,us70008wpb,2020-07-09T14:31:07.040Z,"13 km NNE of Pinillos, Colombia",earthquake,7.3,1.9,0.04,59,reviewed,us,us
2020-04-14T01:06:47.913Z,-30.3889,-176.3478,31,6,mww,,14,1.785,0.71,us,us70008vsp,2020-06-30T14:03:07.040Z,"194km SE of Raoul Island, New Zealand",earthquake,7.4,1.8,0.042,54,reviewed,us,us
